base_gap,base_gap_ci95,clockwork_fraction,clockwork_fraction_ci95,clockwork_fraction_theta,clockwork_fraction_theta_ci95,clockwork_fraction_z,clockwork_fraction_z_ci95,clockwork_mse,clockwork_mse_ci95,clockwork_theta_cls,clockwork_theta_cls_ci95,clockwork_theta_mse,clockwork_theta_mse_ci95,clockwork_weighted_cls,clockwork_weighted_cls_ci95,clockwork_z_cls,clockwork_z_cls_ci95,clockwork_z_mse,clockwork_z_mse_ci95,dual_mse,dual_mse_ci95,dual_theta_cls,dual_theta_cls_ci95,dual_theta_mse,dual_theta_mse_ci95,dual_weighted_cls,dual_weighted_cls_ci95,dual_z_cls,dual_z_cls_ci95,dual_z_mse,dual_z_mse_ci95,gap_theta,gap_theta_ci95,gap_z,gap_z_ci95,gru_fraction,gru_fraction_ci95,gru_fraction_theta,gru_fraction_theta_ci95,gru_fraction_z,gru_fraction_z_ci95,gru_mse,gru_mse_ci95,gru_theta_cls,gru_theta_cls_ci95,gru_theta_mse,gru_theta_mse_ci95,gru_weighted_cls,gru_weighted_cls_ci95,gru_z_cls,gru_z_cls_ci95,gru_z_mse,gru_z_mse_ci95,lambda,one_pole_fraction,one_pole_fraction_ci95,one_pole_fraction_theta,one_pole_fraction_theta_ci95,one_pole_fraction_z,one_pole_fraction_z_ci95,one_pole_mse,one_pole_mse_ci95,one_pole_theta_cls,one_pole_theta_cls_ci95,one_pole_theta_mse,one_pole_theta_mse_ci95,one_pole_weighted_cls,one_pole_weighted_cls_ci95,one_pole_z_cls,one_pole_z_cls_ci95,one_pole_z_mse,one_pole_z_mse_ci95,rho,single_mse,single_mse_ci95,single_theta_cls,single_theta_cls_ci95,single_theta_mse,single_theta_mse_ci95,single_weighted_cls,single_weighted_cls_ci95,single_z_cls,single_z_cls_ci95,single_z_mse,single_z_mse_ci95,tau_star,tau_star_ci95
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.23709329,0.00000000,0.36000000,0.00000000,1.16570842,0.00000000,0.69600000,0.00000000,0.33600000,0.00000000,1.07138487,0.00000000,1.19119798,0.00000000,0.29200000,0.00000000,0.59138554,0.00000000,0.55200000,0.00000000,0.26000000,0.00000000,0.59981244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.35620175,0.00000000,0.34600000,0.00000000,0.66576772,0.00000000,0.70600000,0.00000000,0.36000000,0.00000000,0.69043402,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.34920056,0.00000000,0.35800000,0.00000000,0.66218788,0.00000000,0.72400000,0.00000000,0.36600000,0.00000000,0.68701269,0.00000000,0.01000000,1.19119798,0.00000000,0.29200000,0.00000000,0.59138554,0.00000000,0.55200000,0.00000000,0.26000000,0.00000000,0.59981244,0.00000000,0.01000000,0.00000000
0.73068301,0.00000000,-0.46187638,0.00000000,-0.47587002,0.00000000,-0.43506191,0.00000000,1.66298931,0.00000000,0.34600000,0.00000000,0.82161076,0.00000000,0.64600000,0.00000000,0.30000000,0.00000000,0.84137855,0.00000000,0.59482108,0.00000000,0.04000000,0.00000000,0.11301279,0.00000000,0.20600000,0.00000000,0.16600000,0.00000000,0.48180828,0.00000000,0.48012220,0.00000000,0.25056080,0.00000000,0.80144865,0.00000000,0.84065694,0.00000000,0.72631812,0.00000000,0.73989917,0.00000000,0.04600000,0.00000000,0.18951694,0.00000000,0.24000000,0.00000000,0.19400000,0.00000000,0.55038224,0.00000000,50.00000000,0.10497157,0.00000000,0.12035915,0.00000000,0.07548604,0.00000000,1.24880314,0.00000000,0.19600000,0.00000000,0.53534790,0.00000000,0.49200000,0.00000000,0.29600000,0.00000000,0.71345524,0.00000000,0.50000000,1.32550408,0.00000000,0.21800000,0.00000000,0.59313500,0.00000000,0.53600000,0.00000000,0.31800000,0.00000000,0.73236909,0.00000000,0.21942803,0.00000000
